protocol_id,elem_id,segmentation,comments,text
prot-1880--fk--010,i-1BRARmai1YjZipQwyKphi,u,,"för landstinget att sjelf negociera upp ett lån på billiga vilkor,"
prot-1880--fk--008,i-1JRcuy5fm3qCfHkqQMMiC,u,,slut än det hvartill Utskottet kommit.
prot-1880--ak--059,i-11oUvPR7rRuTbAUuhzxx5,u,,"Skälet, hvarföre Utskottet ansett sig icke böra tillstyrka den ifrågavarande motionen, är, såsom i betänkandet äfven finnes angifvet, att Utskottet ansett det icke ingå i det Kongl. Bibliotekets uppgift att utgöra något slags utvidgad läsesalong, der det må stå den bildningssökande allmänheten öppet att för läsning uppehålla sig dagen om. Dertill kommer att frågan om användande af elektrisk belysning ännu kan anses ligga i sin linda; och Utskottet ansåg derföre det icke vara skäl att tillstyrka aflåtandet af en underdånig skrifvelse, som måhända skulle kunnat gifva anledning till anställande af kostsamma undersökningar utan motsvarande resultat. Jag tager mig friheten anhålla om bifall till Utskottets Betänkande."
prot-1880--ak--020,i-12nJmwLkSSRUSaATShSRW,note,,Herr Magnus Jonsson:
prot-1880--ak--041,i-16LVuUPpfF1UE6p1ZpWVt,note,,§ 4.
prot-1881--ak--001,i-1EBWfMSp75dVvH69j6JfW,note,,Andra Kammarens Prot. 1881. N:o 1. 2
prot-1881--ak--010,i-1ExQ5vHMAfyn1Ngj5qnvb,note,,"Fördelar jag nu det först nämnda antalet tvisteoch brottmål på två domsagor, så ställer det sig lika fördelaktigt för dessa domsagor som för de flesta andra i riket. Det blir icke flera mål på hvarje domsaga, än en häradshöfding kan handlägga med biträde af en person. Att en häradshöfding behöfver åtminstone ett biträde är väl en så vanlig sak, att jag knappast tror det finnes någon häradshöfding, som saknar biträde. I den domsaga jag tillhör, hvilken dock är en liten nätt domsaga, belägen” i en folkrik trakt, har domaren alltid behöft två juridiskt bildade biträden. Sålunda kan af denna omständighet intet skäl anföras för en fördelning af södra Angermanlands domsaga i tre delar. Det skulle blifva alltför mycket giffror, om jag skulle fullfölja Jemförelsen in på antalet lagfarter, inteckningar och förmynderskapsärenden. Proportionen blir i alla fall den, att det icke blir för många sådana ärenden på hvarje domsaga, äfven om södra Ångermanlands domsaga delas i blott två delar."
prot-1881--ak--026,i-1bMGxsynpK5Mwv5DS7Tuz,note,,"Efter föredragning dernäst af Banko-Utskottets Memorial N:o 9, i fråga om uppförande af riksbankshus å Helgeandsholmen, blef jemväl detta memorial på flere ledamöters förenade anhållan för andra gången bordlagdt."
prot-1881--fk--021,i-148iRS8tBcx4WgHseNLeZ,note,,Ifrågasatt förändring af grumderna för den kommunala
prot-1881--fk--035,i-1A5vYJeAwuh3qk71gV7Fk,u,,"namns bekännelse. Nåledes har denna förordning, synes det mig,"
prot-1881--fk--037,i-1KoXTJWKu9j1GTuBH2Fqn,note,,"Kammaren sammanträdde kl. 1/, 3 e. m."
prot-1882--fk--020,i-1FNnDQ4tHaxKeXTu8KjCw,u,,komma att uppstå. Men genom att öfverhöfvan nedsätta en del tullsatser och deremot höja en annan del biifva oegentligheterna
prot-1882--fk--037,i-1UEp9X1f1FtGRpkjzPUwq,u,,"Finansministern yttrar i statsrådsprotokollet den 28 Februari detta år (Kongl. Maj:ts proposition N:o 32): »Ett särskildt skäl att låta tullkomiténs förslag till tulltaxa komma under pröfning redan vid innevarande riksmöte förefinnes ock deri, att, i händelse den med Frankrike afslutade handelstrakten varder ratificerad, en ny tulltaxa måste utfärdas, upptagande de af traktaten föranledda ändringar i den nu gällande, samt det såväl för nödigt samband mellan taxans olika delar som ock för att bereda erforderlig stabilitet och lugn åt de intressen, som af tull-lagstiftningen beröras, synes vara af vigt att detta ärende, sedan det nu undergått en fullständig förberedande utredning, blifver i hela sitt omfång af Riksdagen behandladt»; och längre ned i samma protokoll säger Statsrådet: »de uti traktaten förekommande bestämmelser, som hafva afseende på vår tull-lagstiftning, måste på sina respektive ställen behörigen iakttagas»."
prot-1882--fk--050,i-1WkawFSScTPArTxQPL4Fq,note,,tillägg till ex-
prot-1882--ak--011,i-15NR4naqyD76rpeSfg1Lu,note,,N:o II.
prot-1882--ak--055,i-1CLVQzhwNWUDdEMMZgB5L,u,,"Men icke nog härmed. I 3:dje $ stadgas det, att domaren skall pröfva, om inteckning sökes för förlag till annan rörelse än i I:sta $ sägs. Det vill ju säga, att ansökan om förlagsinteckning och meddelandet af intyg angående inteckningens beviljande icke vidare skulle få betraktas såsom en notariel åtgärd, utan domaren skall i hvarje särskildt fall pröfva, om den ifrågavarande inrättningen, för hvilken förlagslån gifvits, drifves i det omfång, att inteckning för förlaget kan beviljas. Nu stadgas emellertid uti 1:sta & uttryckligen, att inteckning må ega rum för förlag till idkande at fabriksrörelse. Jag kan således icke förstå annat än att den obetydligaste fabriksidkare, på grund af stadgandet i denna paragraf, ovilkorligen är berättigad till förlagsinteckning. Är det återigen en handtverkare, som finner sig också böra söka ifrågavarande förmån, och domstolen, på grund af hans egenskap af handtverkare, vägrar att medgifva honom rätt till förlagsinteckning, kan ju följden deraf blifva. att denne omedelbart derefter hos magistraten anmäler sig idka fabriksrörelse. Han får intyg angående en sådan anmälan, hvilket magistraten väl icke lärer kunna förhålla honom, och inställer sig dermed å nyo hos rätten samt förnyar sin anhållan. Rätten lärer väl då icke heller kunna neka honom förlagsinteckning på den grund, att han nyss förut var handtverkare. Det torde sålunda vara otvifvelaktigt, såsom Högsta Domstolen antydt och som också är med verkliga förhållandet öfverensstämmande, att hvarje handtverkare kan skaffa sig förmånen och erhålla rätt till förlagsinteckning. Äfven efter 1770 års förordning om hallrätterna hafva understundom uppstått frågor om rätt för handtverkare att erhålla förlagslån; jag känner flera sådana exempel. Det är en sådan fråga jag nu i hast erinrar mig. Den rörde ett stort bryggeri på Kungsholmen här i staden, hvilket drefs i en mycket stor omfattning. Nu är att märka det egendomliga förhållande, att bryggerier äfven efter äldre författningar icke räknas hvarken till handtverkerier eller fabriker."
prot-1882--ak--047,i-1CUgNzakEdM8sJU4EgtQx,note,,Andra Kammarens Första Tillfälliga Utskotts Utlåtande N:o 7 (i samlingen N:o 13).
prot-1883--fk--002,i-12dcVC51JETcJ1XSu7UPG,u,,Med sådana känslor och under en varm önskan om lycka för
prot-1883--fk--013,i-1Gy2skN5TT8HM2UQZrav4,u,,"Om jag skulle uttala min mening i den föreliggande frågan om landträntmästaretjensternas afskaffande, så skulle jag vilja säga, att likasom det nu visat sig fördelaktigt för landtregeringen att i enskilda bankerna köpa postremissvexlar, för att sålunda slippa skicka betydliga kontanta uppbördsmedel från landsorterna till hufvudstaden, och på detta sätt låta 100,000-tals kronor gå genom enskilda bankernas händer, lika väl kunde det låta sig göra, om räntmästaretjensterna kunna indragas, att ordna saken på det sätt, att landskontoren till bankkontoren i länsresidensstäderna sålde sina å vista-vexlar på Statskontoret; ty enskilda bankerna skulle alltid vara benägna att köpa dessa vexlar för att använda till stärkande af deras vexlingskassor i hufvudstaden."
prot-1883--fk--019,i-1Qo2wLdsk5fftkGEtmGKU,u,,"Det är med stor tvekan jag uppträder emot min ärade vän, som nyss haft ordet och som har en rik erfarenhet af den nuvarande lagstiftningens inverkan. Då emellertid den föreliggande frågan varit föremål för Bevillnings-Utskottets handläggning vid två på hvarandra följande riksdagar och det mer och mer allmänt uttalats en önskan, att man med afseende på sammandragna militärtrupper skulle iakttaga samma inskränkning i försäljning af spritdrycker som i författningen är föreskrifven beträffande större sammankomster af menigheter, har man icke ansett sig böra längre motsätta sig den förändring, motionären förslagit, helst motionen vunnit betydligt understöd inom Andra Kammaren så väl vid denna riksdag som vid den sistförflutna och de upplysningar, som dervid lemnats, synts Utskottet ganska talande. Det har nemligen visat sig hafva varit af behofvet påkalladt att förbjuda utskänkning af spritdrycker inom kasernerna likasom vid korporalskolorna och vid kavallerietablissementet å Ladugårdsgärdet och dessa förbud hafva medfört goda resultat. Vid sådant förhållande torde man med skäl kunna framställa den frågan: är det lämpligare att tillåta bränvinsutskänkning vid mötesplatser, der beväringsynglingar äro samlade, än vid de öf-"
prot-1883--ak--010,i-112FcTGdMCtP6ehfGYoRc5,note,,0. E. L. Dahm. C. v. Stockenström.
prot-1883--ak--052,i-16hnBGDT7Wz2oVNfrEGyR,u,,"sjömanshus, skulle undergå öfningar, då deremot Kongl. Maj:t uttalat, att både de ynglingar, som idkat utrikes sjöfart minst ett år, och lotsar samt lotslärlingar borde ega större skicklighet än de värnpligtige, som endast öfvats i 60 dagar. Jag hemställer om 60 dagars öfning kan anses i väsentlig mån öka sjömannaskickligheten. Detta bör så mycket mindre vara förhållandet, som det man under de 60 dagarne får lära hufvudsakligen utgöres af kandgevärsoch kononexercis. Men detta är en sak, som i krig icke kan synnerligen mycket ifrågakomma för personer, hvilka egentligen äro afsedda till transportfartygens bemanning, hvartill de också synas, såsom varande sjömän, vara fullt skicklige."
prot-1883--ak--011,i-17rKoQMGCdn1QKEJd1t9z,u,,"Då Herr Friherre Fock under en längre följd af år haft så betydliga inkomster, borde han, enligt mitt förmenande, utan några nämnvärda uppoffringar, årligen kunnat lägga undan ett och annat tusental för sin ålderdom. Dessutom har han haft för sig öppen samma väg som andra menniskor. Det finnes enskilda pensionsinrättningar och kapitalförsäkringsanstalter, der man utan allt för stora försakelser kan tillförsäkra sig understöd på sin ålderdom."
prot-1884--fk--020,i-16kdHr8aADiUYPufuHXua,u,,"Jag vill icke upptaga herrarnes tid med att tala om de många ytterligare fördelar, som skulle uppstå genom en sådan press. All upplysning, allt ljus är skäl att sprida på landsbygden lika väl som i städerna, och kanske företrädesvis på landsbygden, som nu är så styfmoderligt behandlad."
prot-1884--fk--006,i-1LopqPXdwbRJAeCvZVAhC,u,,"Vid första påseendet kan det förefalla underligt, att man för en industribana, som är afsedd att föra Norrbottens malmtillgångar närmaste vägen till hafvet, å ena sidan till Ofoten å norska kusten och å den andra till Luleå vid Bottniska viken, begär koncession på en s. k. ""bibana"" genom mindre bebyggda trakter efter kusten fram till Finska gränsen, men om man i likhet med mig anser jernvägen vara af stor strategisk betydelse för Ryssland, så förklaras lätt koncessionssökandenas önskan att erhålla monopol på denna ""bibane”-byggnad, ty derigenom öppnas en värdefull marknad för aktieteckning i Petersburg. De ledamöter af denna kammare som voro konungens rådgifvare på den tid, då fråga uppstod om byggandet af en jernväg från Göteborg öfver Ludvika till Falun, af ett svenskt bolag, torde ännu hafva i friskt minne huru svårt det var för Regeringen att komma ifrån ett vilkorligt, men oförsigtigt, löfte till det utländska bolag, som fått koncession på byggandet af Frövi—Ludvika jernväg, och sistnämnde banas utsträckning till Falun. Och jag föreställer mig, att huru vilkorligt än koncessionen för ""bibanan"" till gränsen är beviljad, svårigheten att komma ifrån densamma skall blifva långt större, om aktieegarne i Luleå—Ofotenbanan hafva sin hemort i Petersburg,"
prot-1884--fk--003,i-1sWi198pw1237GX7xXpkG,note,,Justerades fem protokollsutdrag för detta sammanträde; hvarefter Kammaren åtskildes kl. 45 e. m. In fidem
prot-1884--ak--044,i-153ygsqFmArvFypRUD41S,note,,vid roterade kavalleriet: för Jemtlands hästjägarecorps (för dubbelrote) .............. 300 —»
prot-1884--ak--028,i-1FJv8jDh859TC1gxAjzbu,note,,H. A. Kolmodin.
prot-1884--ak--014,i-1FewSEv27VXzNnBXDechR,note,,"N:o 20, i anledning af Kongl. Maj:ts proposition, angående försäljning af indragna militiebostället Tureholm eller Haapakylä N:o 13 i Norrbottens län."
prot-1885--ak--049,i-14Z8MTKGYAQ2VboAL9GrU,u,,"Det torde må hända icke förvåna någon, om jag uppträder emot det föreliggande förslaget, äfven om icke Stats-Utskottets betänkande utvisade, att jag reserverat mig mot Utskottets förslag. Jag har nemligen principielt uppträdt mot hvarje framställning att staten skall bygga sådana bibanor, som nu äro i fråga, och jag kommer fortfarande att göra det. Jag tycker dock det nu nästan börjar gå för tätt på, så att till och med den, som icke principielt är emot sådana företag, borde blifva litet betänksam. Det ser ut som om Riksdagen skulle för hvart år besluta en ny bibana i Norrland. Riksdagen gjorde en god början år 1883, då den inköpte jernvägen Kilafors—Söderhamn för en kostnad af 1,400,000 kronor per mil, och året derpå, 1884, tyckte man denna affär vara så bra, att man inköpte Torpshammar—Sundsvalls-banan. Nu kommer turen till Ljusdal—Hudiksvalls-banan och jag skulle mycket misstaga mig, om icke, derest Riksdagen nu bifaller detta förslag, man snart nog kommer och vill, att staten skall bygga en bibana till Hernösand, ty konseqvensen fordrar, att då Riksdagen begynt gifva några städer i Norrland bibanor, staten äfven bekostar bibanor till öfriga städer. Åtminstone vet jag intet skäl, hvarför Hernösand skulle vara mindre berättigadt dertill än andra städer der uppe, som nu kommit i åtnjutande af dessa fördelar. Jag anser, som sagdt, för min del, att det nu går för hastigt med utdelande ar sådana förmåner samt att man, såsom en talare redan frambållit, åtminstone kunde vänta litet till. Icke kan man väl hemta stöd för bifall till denna framställning i den omständigheten, att denna bana skulle beröra en landsdel, som vore missgynnad i afseende på jernvägar. Tvärt om är Gefleborgs län mera gynnadt på banor än många andra län; det har en stambana samt har redan fått en bibana och detta är ganska vackert. Man kan derför icke säga, att detta län blifvit styfmoderligt behandladt mot andra län."
prot-1885--ak--013,i-14hUQhTmPPwR4EP5csosH,note,,Herr Sjö:
prot-1885--ak--052,i-1BjWBXLiBh8SH7HgtQcBr,note,,Herr Johansson i Noraskog:
prot-1885--fk--029,i-11HCXhu3hR4Z2N3gtwREQ,note,,kommissions-
prot-1885--fk--024,i-11Prv7EU2BwCPT5aUiQJL,note,,"N:o 42, i anledning af väckt motion om ändring af 15 8 i förordningen angående främmande trosbekännare och deras religions-"
prot-1885--fk--033,i-146Dj1aDsWTdD1HogCnvD,u,,"fälliga Utskottet föreslagna beslut, ty det går ju i samma rigtning ehuru det Tillfälliga Utskottet icke velat gå så radikalt till väga att vilja rubricera svagdricka och sockerdricka under samma kategori som vin och bränvin. Det är ett så radikalt tillvägagående, att jag icke kan vara med derom. Har man först fått bort vinet, så må man sedan tillse — och jag skall gerna vara den förste att bidraga dertill om det befinnes behöfligt — huruvida man äfven bör, taga bort ölförsäljningen, hvilket jag icke tror blifver förhållandet. Åfven jag är nykterhetsvän, men jag vill icke nu gå så långt som Andra Kammaren, ty det vore ett alldeles för långt drifvet förmynderskap öfver den fattigare befolkningen, hvilken väl äfven borde kunna få tillfälle att förskaffa sig en både oskadlig och stärkande läskedryck. Herr Stråle talade om att, derest landthandlandena finge sälja öl, skulle de blanda bränvin deri för att icke blifva lidande på förändringen. Jag vill då fästa uppmärksamheten på att det vore lika behöfligt att läsa till alla våra vattenbrunnar och källådror, ty det torde icke vara svårare att blanda bränvin i källvatten än i öl, om man genom lagstiftning vill söka förekomma sådant. För min del tror jag icke att försäljning ensamt af öl och svagdricka, i och för sig, kan föranleda missbruk, derom har man ej hittills kunnat hafva någon erfarenhet."
prot-1886--ak--037,i-18RB2NDZf3KYRRwbW28GH,note,,RIKSDAGENS PROTOKOLL 1886. Andra Kammaren. — N:o 37.
prot-1886--ak--036,i-18xTUgxfoKKhT9zSoieXc,u,,"Då denna punkt i 9:de hufvudtiteln föredrogs inom Stats-Utskottet, var jag af en tillfällighet frånvarande och kom derföre icke i tillfälle att, såsom jag annars ämnat, der framställa yrkande om nedsättning af det begärda pensionsbeloppet."
prot-1886--ak--045,i-19pg3XoeR5nF7jYZfWWKL,note,,N:o 45.
prot-1886--fk--041,i-11XBtGvn2HCPFGYDqupPi,note,,Herr Hedlund:
prot-1886--fk--034,i-1R5fzmtPZEfMnqBgaioBZ,u,,"Hvad angår den ledning, man från den utländska lagstiftningen söker hemta för bedömande af hvad som vid bestämmande af koncessionsområdet hos oss kunde vara lämpligt; så tror jag, att man dervid förbiser att de svenska stenkolsflötsarne icke äro på långt när så mäktiga, som de i utlandet förekommande. Följden häraf är, att koncessionsområdet här i Sverige måste blifva betydligt större än i utlandet."
prot-1886--fk--020,i-1TSCUJztsgzqSJ2hNKu8G,note,,"Sedan öfverläggningen ansetts härmed slutad, yttrade Herr vice Talmannen, som för en stund öfvertagit ledningen af Kammarens förhandlingar, att i afseende på förevarande punkt yrkats, dels att hvad Utskottet deri hemstält skulle bifallas, dels ock, af Herr Carlsson, att Kammaren skulle afslå Utskottets hemställan och godkänna det förslag, som innefattades i den af Friherre von Essen mot denna punkt afgifna reservation."
prot-1887-majjul-fk--019,i-14strooctvZVtQhrFxhHj,seg/note,Mix of seg and note,"Förslag til lag kade på denna förändring. Jag har anledning att antaga, att de,"
prot-1887-majjul-fk--023,i-1Ekj9UhxKXCqxMehSvPcU,u,,"De vid 1886 års riksdag framvisade olägenheterna voro verkligen så slående, att en revision icke gerna kunde längre uppskjutas. Att dervid utom noggrann kännedom om båda ländernas särskilda kommersiella och industriella intressen äfven måste erfordras mycken grannlagenhet och en upprigtig sträfvan att tillmötesgå billiga fordringar från båda sidorna, måste ju antagas såsom alldeles påtagligt. Och jag skall för min del icke förneka utan tvärtom upprigtigt erkänna, att ganska många och afsevärda fördelar åt oss vunnits genom våra svenska underhandlares bemödanden. Men vid granskningen inom bevillningsutskottet af det från regeringen nu till Riksdagen hänvisade ändringsförslaget hafva likväl i åtskilliga fall så vigtiga anmärkningar måst göras, att de ganska säkert, åtminstone efter min uppfattning, påkalla en noggrannare, bättre och mera betryggande revision än den nu verkstälda. Detta torde, enligt mitt förmenande, hufvudsakligen gälla den nu föredragna 3 3, der det är fråga om att på ett tillförlitligt och bestämdt sätt få afgjordt, hvad som skall förstås med inhemsk, d. v. s. svensk eller norsk, tillverkning."
prot-1887-majjul-fk--025,i-1R3HL41dJ5EeCaLHGfXdY,note,,"Efter föredragning af ett från Andra Kammaren ankommet protokollsutdrag, n:o 141, med delgifning af nämnda kammares beslut öfver dess tillfälliga utskotts utlåtande n:o 15, i anledning af väckt motion om tillägg till kongl. kungörelsen, huru lagfartsoch inteckningsböcker skola inrättas och föras, den 14 september 1875, beslöt Första Kammaren, på hemställan af herr vice talmannen, att hänvisa detta ärende till sitt tillfälliga utskott n:o 3. :"
prot-1887-majjul-ak--019,i-112KHYkktGmogEpLoic2on,u,,Herr vice talmannen Sven Nilsson:
prot-1887-majjul-ak--007,i-1Bg9zR5fM7SWr9q7ftQPk,u,,"Vid 1875 års lönereglering för arméns befäl blef stadgadt, att officer skulle få afsked vid 50 års ålder. Jag tror, att officerare i allmänhet vid den åldern ännu hafva så mycken arbetskraft qvar, att de mycket väl skulle kunna åtaga sig ifrågavarande rullföring, och jag tror till och med att de mycket gerna skulle vilja förrätta detta arbete, när de så tidigt få uppbära en ganska stor pension. Men äfven om man icke skulle anse dessa lämpliga, så finnas i alla fall så många officerare, som få afsked vid tidigare ålder, att det icke bör blifva svårt att få tillräckligt antal personer, som äro fullt mägtiga att verkställa ifrågavarande arbete. Genom detta tillvägagående skulle också den olägenhet bli afbjelpt, som af herr krigsministern nyss omnämndes, nemligen att vissa orter inom landet sakna tillgång på afdelningsområdesbefälhafvare."
prot-1887-janmar-ak--001,i-1E3eNevabzY7EAz1U3cQu,note,,"Till talareplats för de ledamöter, som önskade sig deraf begagna, anvisades på talmannens hemställan den nedersta platsen i främsta stolraden till venster om talmansbordet."
prot-1888--fk--036,i-1F6sL2hUPwnaf6yB2sZ8g,note,,Eftergift å vissa kronoarrenden. (Forts.)
prot-1888--fk--018,i-1KKAo2Pmuy1DXU2UnVnLb,note,,experiment
prot-1888--fk--026,i-1WGGYhBLxLwuCnBS6N44d,seg/note,Mix of seg and note,"enkel och kort procedur att från smältstycken göra smidt eller val- Tull & tacksadt stångjern. Nu säger man, ifall jag har hört rätt, att man och barlastskulle vara betänkt på att sätta tull på alla andra jerneffekter denn, eome utom tackjern. Men då frågar jag: huru hänger det ihop med (Forts.) vårt program, de äkta protektionisternas, som vilja skydda allt"
prot-1888--ak--053,i-112J1TpSJkGsKFXdCaRHbj,note,,margarin.
prot-1888--ak--013,i-13EM8GYHygF5dcJN64TKK,note,,Herr Lyth:
prot-1888--ak--040,i-15Rj3zJ9j4UWGMSBJe7DG,note,,Herr Werner:
prot-1889--fk--019,i-112LrJzQqYnoZYQjjH8pnG,note,,2:0) angående ändring i vissa delar af Kongl. Maj:ts den 1 sistlidne februari till Riksdagen aflåtna proposition rörande försäljning af åtskilliga kronans jordområden i Malmö m. m.; samt
prot-1889--fk--034,i-16wK1B5MFkQvmAXCRjDbZ,note,,Herr Sträle:
prot-1889--fk--006,i-1AkZHhWJmp9emMpaRvQEZ,note,,"Företogs val af två revisorssuppleanter för granskning af riksbankens afdelningskontors i Malmö förvaltning och räkenskaper för sistlidna år; och befunnos, efter valförrättningens slut, dertill hafva blifvit utsedde:"
prot-1889--ak--013,i-11vp4ZWzYswZk52FnVKbJ,note,,(Forts.)
prot-1889--ak--017,i-11229jYbtdWw1xPJqN3DYo,note,,Angående an slag till fortsättning af norra stambanan.
prot-1889--ak--012,i-13w5QkiD17qHcKJvy2NMH,u,,"kunnat till allra största delen besparas och öka vinsten med mer än 101,000 kronor. Vid förra riksdagen, då denna fråga var på tal, anförde fullmägtige i sitt utlåtande till bankoutskottet, att borttagande af räntan på uppoch afskrifningsmedel skulle verka högst ofördelaktigt, då kapitalen skulle derigenom komma att gå till andra banker. Jag föreställer mig såsom visst, att derest riksbanken såsom den starkaste penninginstitutionen i vårt land skulle ställa sig i spetsen för att sänka eller borttaga uppoch afskrifningsräntan, skulle det icke dröja länge, förrän öfriga banker följde exemplet. Genom denna högre ränta drager riksbanken till sig det cirkulerande kapitalet, som dock skulle göra bättre vinst och vara mera till gagn, om det i stället kunde komma ut i industrien och handeln. Jag är också öfvertygad om att depositionerna skulle ökas i samma mån som uppoch afskrifningarna minskades, så vida den förändring vidtoges, som jag vid förra riksdagen föreslog."
prot-1890--fk--014,i-19f1oRfa2Yx1GmsVY7P5g,u,,"De flesta af denna kammares ledamöter, huru benägna för lotterier de än kunna vara, skola eäkerligen medgifva att dessa inrättningar dock äro en ytterst ofullkomlig och oegentlig form för att föra producenter och konsumenter tillsammans. Det kan väl ej förnekas, att vid en varuafsättning genom lotteri trefva både producenter och konsun enter i mörkret. Konsumenterna veta icke hvilka varor de skola få för sina penningar och de få of-ast antingen intet eller ock just hvad de icke vilja hafva; de producenter åter, som vänja sig vid att producera för lotterier, veta ej hvar de hafva sina konsumenter eller hvad dessa konsumenter helst vilja hafva. Följden deraf är åter ofta, att producenterna tro sig kunna behandla lotteripubliken hur som helst och sällan bjuda dem sina bästa varor."
prot-1890--fk--035,i-1GMpc7VhVn4yeUYs82ARK,u,,"skild grundlag med namn tryckfrihetsförordningen, är betryggad genom 86 $ regeringsformen, lika väl bör församlingsfriheten på samma sätt kringgärdas. I det fallet delar jag helt och hållet motionärernas Ååsigt, äfvensom i det hänseendet, att bestämmelserna i afseende på församlingsfrihetens utöfvande icke böra få stängas genom administrativ lagstiftning, utan genom lag, stiftad af Konung och Riksdag gemensamt."
prot-1890--fk--028,i-1SYreMs2NLnhyPMWkFwBx,note,,Herr Spånberg:
prot-1890--ak--034,i-13YyoTpQcrUSj9iQR4xHz,u,,"Man har här under föregående riksdagar icke en gång, utan ofta fått höra uttalas den önskan att blifva qvitt privatbankerna, och att man borde försöka arrangera vårt bankväsende så, att Sveriges riksbank blefve den enda sedelutgifvande banken i riket. Det är då besynnerligt att, när man ändtligen kommer fram med ett förslag i sådant syfte, alla möjliga hinder ställas i vägen för dess antagande. Jag ber herrarne ursäkta att jag påpekar att, derest detta förslag af Riksdagen bifalles, så blir deraf en gifven följd, att man för nästa Riksdag kommer att framlägga ett nytt förslag om förändrad banklagstiftning. Men äfven om så skulle ske, vill man ändock icke af ett eller annat skäl antaga förslaget. Somliga tycka att förslaget icke är godt; andra anmärka, att det inrymmer för stor magt åt Kongl. Maj:t. Å andra sidan måste man väl ändå medgifva det billiga deri att, om man vill att Kongl. Maj:t skall göra några medgifvanden, så måste också Riksdagen å sin sida vara något tillmötesgående. Ty det är alldeles uppenbart att, om förslaget kommer att afslås, Kongl. Maj:t då skäligen icke kan gå till väga på annat sätt än att till flera af de enskilda bankerna lemna ytterligare oktroj, hvilket åter skulle hafva till påföljd att vi ännu under många herrans år komme att få dragas med privatbankerna samt att till en oviss, långt aflägsen framtid komme att undanskjutas frågan om att få riksbanken ombildad till rikets enda sedelutgifvande bank, hvilket vi ju så länge eftersträfvat. Jag säger ännu en gång att, derest förslaget icke bifalles, Kongl. Maj:t skall se sig"
prot-1890--ak--002,i-13oGsS2mPaTxTf8FeBtHK,note,,"herr P. Waldenström, n:o 21, om skrifvelse till Kongl. Maj:t med begäran om framläggande af förslag till ändring af $ 14 1 riksdagsordningen;"
prot-1890--ak--039,i-15DykLx7WAsVNEW8oGdUV,u,,"Hvad för öfrigt beträffar indragningen af dessa små läroverk, har rektor Nilson gjort den anmärkningen, att när af det anslag, som för närvarande utgår till dessa läroverk nästan alltsammans lika fullt skulle utgå af statsverket, ingen olägenhet låge i, om man läte dessa läroverk hafva några år ytterligare på sig, emedan staten ingenting skulle förlora på den saken. Deremot vill jag påpeka, att vid dessa till indragning föreslagna läroverk icke mindre än halfva antalet lärare äro tillsatta på extra stat, och om i aflöningen för dessa medräknas ålderstillägg och extra tillägg, som"
prot-1891--fk--031,i-14TDnhT5ommw2cccYAWDZ,note,,"Efter härmed slutad öfverläggning godkändes ifrågavarande förutsättningar med iakttagande deraf, att det anmärkta tryckfelet »33 $ 1 och 2 mom.» rättades till 33 $ 2 och 3 mom."
prot-1891--fk--019,i-14xSrrb2qjBbCF992wKb8,note,,"Herr Berg, Gustaf:"
prot-1891--fk--037,i-16YUwQ23CF9zBsHzfAg5v,u,,"I detta hänseende har emellertid 1886 års revision afgifvit följande yttrande, hvilket jag anhåller att få uppläsa: »revisorerne, som för fullgörandet af det dem åliggande granskningsarbete, under före-"
prot-1891--ak--031,i-13FoPj1ruHcxc6rdfXvei,u,,"som äfven särskilda gånger skett i den stad, der jag är embetsman, sen met"
prot-1891--ak--027,i-16W49kiBEw9YDJdb91FYm,u,,"ställas utsyning deraf, och behållningen blir på det sättet rakt ingen, ty först skall jägmästaren dit och verkställa utsyningen, och så skall kronofogden dit och försälja skogen; det är sålunda högst oklokt att behålla sådana hemman."
prot-1891--ak--023,i-17Z6miMVF5KkJ7uARpQLw,seg/note,Mix of seg and note,"Angående Småland fått de omnämnda anslagen till jernvägsbyggnader, men det"
prot-1892--fk--038,i-19CoJbi8jhMBP5wz91KHR,seg/note,Mix of seg and note,"Friherre Leijonhufvud, Sten: Jag instämmer i utskottets:"
prot-1892--fk--030,i-1WeS8h6FcZRta78z2gW4x,note,,QQ:
prot-1892--fk--024,i-1ea47B6hyMGVUYgUCBv7d,note,,N:o 24.
prot-1892--ak--025,i-13UvDGfA3z4V3ZG37kr3R,note,,Ang. ändring
prot-1892--ak--012,i-14iUk6g9YkVo4begUX4tQ,u,,"om det gagn, som dessa båtar under tiden åstadkommit. Man måtte"
prot-1892-urtima-ak--006,i-1RKs2LjyaBBEL8Xfkw8aa,u,,"Jag kan vid detta tillfälle icke heller undertrycka en önskan, som för visso rör sig här i allas bröst, en önskan som jag älven tror, eller åtminstone hoppas skall blifva verklighet, en önskan slutligen, af hvars uttalande jag förmodar att ingen kan taga anstöt, nemligen att det militärbefäl, hvars åliggande det blir att hädanefter utbilda det värnpligtiga manskapet med de 90 dagarnes öfningstid, måtte fatta"
